expenseName,expenseCategory
Flipkart electronics purchase,Shopping
Zerodha stock purchase,Investment
Flipkart electronics purchase,Shopping
Groww ETF investment,Investment
Credit card EMI installment,EMI
HDFC home loan EMI,EMI
RedBus bus ticket,Travel
IKEA furniture shopping,Shopping
PPF contribution,Investment
PPF contribution,Investment
Amazon online shopping,Shopping
IRCTC train ticket booking,Travel
Petrol pump fuel payment,Travel
Fixed deposit investment,Investment
Fixed deposit investment,Investment
Amazon online shopping,Shopping
Myntra clothing order,Shopping
McDonald's meal payment,Food
Flipkart electronics purchase,Shopping
Dominos pizza order,Food
IRCTC train ticket booking,Travel
Cafe coffee purchase at,Food
Cafe coffee purchase at,Food
McDonald's meal payment,Food
RedBus bus ticket,Travel
Personal loan EMI deduction,EMI
Petrol pump fuel payment,Travel
RedBus bus ticket,Travel
Grocery purchase at Big Bazaar,Food
Personal loan EMI deduction,EMI
Bajaj Finserv EMI payment,EMI
Personal loan EMI deduction,EMI
Zomato dinner bill,Food
SIP investment in mutual fund,Investment
MakeMyTrip hotel booking,Travel
Ola cab fare,Travel
RedBus bus ticket,Travel
PPF contribution,Investment
Credit card EMI installment,EMI
Dominos pizza order,Food
Cafe coffee purchase at,Food
Bajaj Finserv EMI payment,EMI
Groww ETF investment,Investment
Dominos pizza order,Food
HDFC home loan EMI,EMI
Zerodha stock purchase,Investment
IndiGo flight ticket,Travel
Bajaj Finserv EMI payment,EMI
Petrol pump fuel payment,Travel
HDFC home loan EMI,EMI
SIP investment in mutual fund,Investment
IndiGo flight ticket,Travel
Zerodha stock purchase,Investment
MakeMyTrip hotel booking,Travel
HDFC home loan EMI,EMI
HDFC home loan EMI,EMI
Uber ride payment,Travel
SBI car loan EMI,EMI
Dominos pizza order,Food
IndiGo flight ticket,Travel
Flipkart electronics purchase,Shopping
SIP investment in mutual fund,Investment
HDFC home loan EMI,EMI
Zerodha stock purchase,Investment
IndiGo flight ticket,Travel
Swiggy order payment,Food
SBI car loan EMI,EMI
MakeMyTrip hotel booking,Travel
Uber ride payment,Travel
Grocery purchase at Big Bazaar,Food
Groww ETF investment,Investment
IndiGo flight ticket,Travel
Zerodha stock purchase,Investment
Zomato dinner bill,Food
Reliance Digital purchase,Shopping
Groww ETF investment,Investment
IRCTC train ticket booking,Travel
Petrol pump fuel payment,Travel
Myntra clothing order,Shopping
McDonald's meal payment,Food
SBI car loan EMI,EMI
Flipkart electronics purchase,Shopping
HDFC home loan EMI,EMI
IndiGo flight ticket,Travel
IndiGo flight ticket,Travel
Grocery purchase at Big Bazaar,Food
Restaurant dining at,Food
IndiGo flight ticket,Travel
Reliance Digital purchase,Shopping
RedBus bus ticket,Travel
Swiggy order payment,Food
Restaurant dining at,Food
McDonald's meal payment,Food
Personal loan EMI deduction,EMI
PPF contribution,Investment
IKEA furniture shopping,Shopping
HDFC home loan EMI,EMI
Flipkart electronics purchase,Shopping
Petrol pump fuel payment,Travel
Amazon online shopping,Shopping
Zerodha stock purchase,Investment
Cafe coffee purchase at,Food
IKEA furniture shopping,Shopping
Uber ride payment,Travel
MakeMyTrip hotel booking,Travel
Groww ETF investment,Investment
SBI car loan EMI,EMI
HDFC home loan EMI,EMI
Restaurant dining at,Food
Personal loan EMI deduction,EMI
Amazon online shopping,Shopping
Myntra clothing order,Shopping
Flipkart electronics purchase,Shopping
HDFC home loan EMI,EMI
Zomato dinner bill,Food
Swiggy order payment,Food
Zomato dinner bill,Food
Credit card EMI installment,EMI
RedBus bus ticket,Travel
Zerodha stock purchase,Investment
Groww ETF investment,Investment
Grocery purchase at Big Bazaar,Food
Amazon online shopping,Shopping
Amazon online shopping,Shopping
Cafe coffee purchase at,Food
Bajaj Finserv EMI payment,EMI
SIP investment in mutual fund,Investment
Personal loan EMI deduction,EMI
Flipkart electronics purchase,Shopping
Reliance Digital purchase,Shopping
MakeMyTrip hotel booking,Travel
Ola cab fare,Travel
SIP investment in mutual fund,Investment
HDFC home loan EMI,EMI
McDonald's meal payment,Food
HDFC home loan EMI,EMI
IndiGo flight ticket,Travel
Zomato dinner bill,Food
Swiggy order payment,Food
Reliance Digital purchase,Shopping
Credit card EMI installment,EMI
Grocery purchase at Big Bazaar,Food
MakeMyTrip hotel booking,Travel
Grocery purchase at Big Bazaar,Food
Zerodha stock purchase,Investment
Bajaj Finserv EMI payment,EMI
Groww ETF investment,Investment
SBI car loan EMI,EMI
Ola cab fare,Travel
Amazon online shopping,Shopping
IndiGo flight ticket,Travel
SIP investment in mutual fund,Investment
IndiGo flight ticket,Travel
HDFC home loan EMI,EMI
Personal loan EMI deduction,EMI
SBI car loan EMI,EMI
IRCTC train ticket booking,Travel
Dominos pizza order,Food
Uber ride payment,Travel
Fixed deposit investment,Investment
Uber ride payment,Travel
Uber ride payment,Travel
Ola cab fare,Travel
Groww ETF investment,Investment
Grocery purchase at Big Bazaar,Food
Swiggy order payment,Food
MakeMyTrip hotel booking,Travel
Uber ride payment,Travel
HDFC home loan EMI,EMI
SIP investment in mutual fund,Investment
Reliance Digital purchase,Shopping
PPF contribution,Investment
Zerodha stock purchase,Investment
IRCTC train ticket booking,Travel
Uber ride payment,Travel
Flipkart electronics purchase,Shopping
PPF contribution,Investment
SIP investment in mutual fund,Investment
Zerodha stock purchase,Investment
Flipkart electronics purchase,Shopping
Amazon online shopping,Shopping
Credit card EMI installment,EMI
Groww ETF investment,Investment
Myntra clothing order,Shopping
Uber ride payment,Travel
Uber ride payment,Travel
HDFC home loan EMI,EMI
Fixed deposit investment,Investment
Flipkart electronics purchase,Shopping
Zomato dinner bill,Food
Personal loan EMI deduction,EMI
McDonald's meal payment,Food
Petrol pump fuel payment,Travel
Groww ETF investment,Investment
Ola cab fare,Travel
Bajaj Finserv EMI payment,EMI
Dominos pizza order,Food
IKEA furniture shopping,Shopping
RedBus bus ticket,Travel
Fixed deposit investment,Investment
SIP investment in mutual fund,Investment
Petrol pump fuel payment,Travel
Reliance Digital purchase,Shopping
Flipkart electronics purchase,Shopping
SBI car loan EMI,EMI
HDFC home loan EMI,EMI
Flipkart electronics purchase,Shopping
Myntra clothing order,Shopping
Credit card EMI installment,EMI
Bajaj Finserv EMI payment,EMI
MakeMyTrip hotel booking,Travel
Groww ETF investment,Investment
IKEA furniture shopping,Shopping
MakeMyTrip hotel booking,Travel
IndiGo flight ticket,Travel
SBI car loan EMI,EMI
Dominos pizza order,Food
Fixed deposit investment,Investment
Myntra clothing order,Shopping
Flipkart electronics purchase,Shopping
Cafe coffee purchase at,Food
Zomato dinner bill,Food
SBI car loan EMI,EMI
McDonald's meal payment,Food
Credit card EMI installment,EMI
Ola cab fare,Travel
Bajaj Finserv EMI payment,EMI
Swiggy order payment,Food
Zerodha stock purchase,Investment
PPF contribution,Investment
SIP investment in mutual fund,Investment
Flipkart electronics purchase,Shopping
McDonald's meal payment,Food
HDFC home loan EMI,EMI
Swiggy order payment,Food
Zerodha stock purchase,Investment
Amazon online shopping,Shopping
Reliance Digital purchase,Shopping
Zerodha stock purchase,Investment
Zerodha stock purchase,Investment
SBI car loan EMI,EMI
Fixed deposit investment,Investment
Myntra clothing order,Shopping
SBI car loan EMI,EMI
Fixed deposit investment,Investment
Zerodha stock purchase,Investment
Cafe coffee purchase at,Food
Reliance Digital purchase,Shopping
Zomato dinner bill,Food
HDFC home loan EMI,EMI
Restaurant dining at,Food
PPF contribution,Investment
HDFC home loan EMI,EMI
Zerodha stock purchase,Investment
Groww ETF investment,Investment
Restaurant dining at,Food
SBI car loan EMI,EMI
Amazon online shopping,Shopping
Swiggy order payment,Food
Reliance Digital purchase,Shopping
Flipkart electronics purchase,Shopping
Fixed deposit investment,Investment
Reliance Digital purchase,Shopping
IndiGo flight ticket,Travel
SIP investment in mutual fund,Investment
IKEA furniture shopping,Shopping
Flipkart electronics purchase,Shopping
Zerodha stock purchase,Investment
Ola cab fare,Travel
Uber ride payment,Travel
Zerodha stock purchase,Investment
RedBus bus ticket,Travel
HDFC home loan EMI,EMI
Reliance Digital purchase,Shopping
Personal loan EMI deduction,EMI
McDonald's meal payment,Food
IKEA furniture shopping,Shopping
Cafe coffee purchase at,Food
IKEA furniture shopping,Shopping
Swiggy order payment,Food
McDonald's meal payment,Food
Myntra clothing order,Shopping
Credit card EMI installment,EMI
IKEA furniture shopping,Shopping
IRCTC train ticket booking,Travel
IKEA furniture shopping,Shopping
SIP investment in mutual fund,Investment
SBI car loan EMI,EMI
Groww ETF investment,Investment
Restaurant dining at,Food
Bajaj Finserv EMI payment,EMI
SIP investment in mutual fund,Investment
Ola cab fare,Travel
Groww ETF investment,Investment
Fixed deposit investment,Investment
IndiGo flight ticket,Travel
PPF contribution,Investment
HDFC home loan EMI,EMI
Uber ride payment,Travel
Reliance Digital purchase,Shopping
IKEA furniture shopping,Shopping
RedBus bus ticket,Travel
Zomato dinner bill,Food
Restaurant dining at,Food
Bajaj Finserv EMI payment,EMI
Reliance Digital purchase,Shopping
Dominos pizza order,Food
Credit card EMI installment,EMI
RedBus bus ticket,Travel
Myntra clothing order,Shopping
HDFC home loan EMI,EMI
SIP investment in mutual fund,Investment
Flipkart electronics purchase,Shopping
MakeMyTrip hotel booking,Travel
Fixed deposit investment,Investment
Cafe coffee purchase at,Food
Petrol pump fuel payment,Travel
IRCTC train ticket booking,Travel
Bajaj Finserv EMI payment,EMI
Groww ETF investment,Investment
IndiGo flight ticket,Travel
IKEA furniture shopping,Shopping
Swiggy order payment,Food
Personal loan EMI deduction,EMI
Myntra clothing order,Shopping
Cafe coffee purchase at,Food
Bajaj Finserv EMI payment,EMI
Bajaj Finserv EMI payment,EMI
Flipkart electronics purchase,Shopping
Reliance Digital purchase,Shopping
MakeMyTrip hotel booking,Travel
Groww ETF investment,Investment
PPF contribution,Investment
Grocery purchase at Big Bazaar,Food
Flipkart electronics purchase,Shopping
MakeMyTrip hotel booking,Travel
Groww ETF investment,Investment
RedBus bus ticket,Travel
Flipkart electronics purchase,Shopping
Zerodha stock purchase,Investment
Flipkart electronics purchase,Shopping
HDFC home loan EMI,EMI
MakeMyTrip hotel booking,Travel
Groww ETF investment,Investment
Myntra clothing order,Shopping
Cafe coffee purchase at,Food
IKEA furniture shopping,Shopping
Cafe coffee purchase at,Food
Amazon online shopping,Shopping
Fixed deposit investment,Investment
McDonald's meal payment,Food
Ola cab fare,Travel
Reliance Digital purchase,Shopping
RedBus bus ticket,Travel
SBI car loan EMI,EMI
Swiggy order payment,Food
RedBus bus ticket,Travel
Flipkart electronics purchase,Shopping
Zomato dinner bill,Food
PPF contribution,Investment
PPF contribution,Investment
Flipkart electronics purchase,Shopping
Restaurant dining at,Food
Flipkart electronics purchase,Shopping
Dominos pizza order,Food
MakeMyTrip hotel booking,Travel
SBI car loan EMI,EMI
IKEA furniture shopping,Shopping
McDonald's meal payment,Food
Credit card EMI installment,EMI
IKEA furniture shopping,Shopping
IRCTC train ticket booking,Travel
Groww ETF investment,Investment
RedBus bus ticket,Travel
Ola cab fare,Travel
Ola cab fare,Travel
IKEA furniture shopping,Shopping
HDFC home loan EMI,EMI
Personal loan EMI deduction,EMI
Amazon online shopping,Shopping
Swiggy order payment,Food
PPF contribution,Investment
Myntra clothing order,Shopping
Ola cab fare,Travel
Restaurant dining at,Food
Dominos pizza order,Food
IKEA furniture shopping,Shopping
SIP investment in mutual fund,Investment
Amazon online shopping,Shopping
Cafe coffee purchase at,Food
RedBus bus ticket,Travel
Flipkart electronics purchase,Shopping
Groww ETF investment,Investment
Reliance Digital purchase,Shopping
Groww ETF investment,Investment
Dominos pizza order,Food
McDonald's meal payment,Food
Zerodha stock purchase,Investment
Amazon online shopping,Shopping
Restaurant dining at,Food
Groww ETF investment,Investment
Swiggy order payment,Food
McDonald's meal payment,Food
Credit card EMI installment,EMI
McDonald's meal payment,Food
Swiggy order payment,Food
IRCTC train ticket booking,Travel
Fixed deposit investment,Investment
Restaurant dining at,Food
Uber ride payment,Travel
Groww ETF investment,Investment
PPF contribution,Investment
Uber ride payment,Travel
McDonald's meal payment,Food
Fixed deposit investment,Investment
Reliance Digital purchase,Shopping
Groww ETF investment,Investment
IndiGo flight ticket,Travel
Cafe coffee purchase at,Food
Restaurant dining at,Food
Dominos pizza order,Food
IKEA furniture shopping,Shopping
MakeMyTrip hotel booking,Travel
IKEA furniture shopping,Shopping
Amazon online shopping,Shopping
IndiGo flight ticket,Travel
Zerodha stock purchase,Investment
IKEA furniture shopping,Shopping
Petrol pump fuel payment,Travel
Zerodha stock purchase,Investment
Groww ETF investment,Investment
HDFC home loan EMI,EMI
Reliance Digital purchase,Shopping
Uber ride payment,Travel
Reliance Digital purchase,Shopping
PPF contribution,Investment
SIP investment in mutual fund,Investment
SIP investment in mutual fund,Investment
McDonald's meal payment,Food
IKEA furniture shopping,Shopping
IKEA furniture shopping,Shopping
Groww ETF investment,Investment
McDonald's meal payment,Food
Groww ETF investment,Investment
IKEA furniture shopping,Shopping
Credit card EMI installment,EMI
Uber ride payment,Travel
Personal loan EMI deduction,EMI
Swiggy order payment,Food
Zerodha stock purchase,Investment
SIP investment in mutual fund,Investment
Ola cab fare,Travel
Zerodha stock purchase,Investment
MakeMyTrip hotel booking,Travel
SIP investment in mutual fund,Investment
Amazon online shopping,Shopping
PPF contribution,Investment
Flipkart electronics purchase,Shopping
Grocery purchase at Big Bazaar,Food
Reliance Digital purchase,Shopping
Fixed deposit investment,Investment
MakeMyTrip hotel booking,Travel
Uber ride payment,Travel
IKEA furniture shopping,Shopping
Reliance Digital purchase,Shopping
Flipkart electronics purchase,Shopping
Bajaj Finserv EMI payment,EMI
Ola cab fare,Travel
Myntra clothing order,Shopping
Myntra clothing order,Shopping
Flipkart electronics purchase,Shopping
Myntra clothing order,Shopping
MakeMyTrip hotel booking,Travel
Petrol pump fuel payment,Travel
HDFC home loan EMI,EMI
Reliance Digital purchase,Shopping
Fixed deposit investment,Investment
SIP investment in mutual fund,Investment
Cafe coffee purchase at,Food
Zomato dinner bill,Food
IRCTC train ticket booking,Travel
RedBus bus ticket,Travel
SBI car loan EMI,EMI
Restaurant dining at,Food
Grocery purchase at Big Bazaar,Food
Flipkart electronics purchase,Shopping
Reliance Digital purchase,Shopping
HDFC home loan EMI,EMI
PPF contribution,Investment
Personal loan EMI deduction,EMI
SBI car loan EMI,EMI
Zerodha stock purchase,Investment
Personal loan EMI deduction,EMI
Flipkart electronics purchase,Shopping
IRCTC train ticket booking,Travel
Zomato dinner bill,Food
Amazon online shopping,Shopping
Groww ETF investment,Investment
Ola cab fare,Travel
HDFC home loan EMI,EMI
Uber ride payment,Travel
Personal loan EMI deduction,EMI
Myntra clothing order,Shopping
IKEA furniture shopping,Shopping
Personal loan EMI deduction,EMI
Petrol pump fuel payment,Travel
Flipkart electronics purchase,Shopping
Reliance Digital purchase,Shopping
Ola cab fare,Travel
Bajaj Finserv EMI payment,EMI
IKEA furniture shopping,Shopping
Amazon online shopping,Shopping
Credit card EMI installment,EMI
IKEA furniture shopping,Shopping
Dominos pizza order,Food
SIP investment in mutual fund,Investment
Myntra clothing order,Shopping
Myntra clothing order,Shopping
Reliance Digital purchase,Shopping
SBI car loan EMI,EMI
Swiggy order payment,Food
IKEA furniture shopping,Shopping
