elapsedDay,daysInMonth,progressRatio,spentSoFar,forecastableSpentSoFar,recurringCommittedTotal,recurringSpentSoFar,recurringPending,mtdTransactionCount,dailyTransactionFrequency,dailySpendVelocity,trailing3MonthAverage,trailing6MonthMedian,historicalTheilSenSlope,residualMad,topCategoryShare,categoryEntropy,cat_Food,cat_Transport,cat_Shopping,cat_Bills,cat_Entertainment,cat_Groceries,cat_Health,cat_Education,cat_Travel,cat_Rent,cat_Investment,cat_Salary,cat_Personal Care,cat_Gifts,cat_Others,remainingSpend
8,30,0.2667,20862.82,20862.82,24357.71,19865.31,4492.4,6,0.75,2607.85,31032.83,32201.45,-401.5654,791.77,0.499,1.1822,0.0,0.0423,0.0,0.2254,0.0055,0.2278,0.0,0.0,0.0,0.499,0.0,0.0,0.0,0.0,0.0,8374.49
12,30,0.4,23162.87,21262.82,24357.71,19865.31,4492.4,7,0.5833,1930.24,31032.83,32201.45,-401.5654,791.77,0.4494,1.3073,0.0,0.1374,0.0,0.203,0.005,0.2052,0.0,0.0,0.0,0.4494,0.0,0.0,0.0,0.0,0.0,6074.44
15,30,0.5,23862.94,21962.89,24357.71,19865.31,4492.4,9,0.6,1590.86,31032.83,32201.45,-401.5654,791.77,0.4363,1.4213,0.017,0.1333,0.0,0.197,0.0048,0.1992,0.0,0.0,0.0,0.4363,0.0,0.0,0.0,0.0,0.0124,5374.37
18,30,0.6,26149.27,24249.22,24357.71,22151.64,2206.08,10,0.5556,1452.74,31032.83,32201.45,-401.5654,791.77,0.3981,1.4239,0.0155,0.1217,0.0,0.1798,0.0044,0.2692,0.0,0.0,0.0,0.3981,0.0,0.0,0.0,0.0,0.0113,3088.05
22,30,0.7333,26174.2,24274.15,24357.71,22151.64,2206.08,11,0.5,1189.74,31032.83,32201.45,-401.5654,791.77,0.3977,1.4268,0.0155,0.1216,0.0,0.1796,0.0044,0.2689,0.0,0.0,0.0,0.3977,0.0,0.0,0.0,0.0,0.0122,3063.12
25,30,0.8333,28658.17,26758.12,24357.71,24357.71,0,13,0.52,1146.33,31032.83,32201.45,-401.5654,791.77,0.3633,1.4172,0.0141,0.1207,0.0,0.1641,0.004,0.3226,0.0,0.0,0.0,0.3633,0.0,0.0,0.0,0.0,0.0112,579.14
28,30,0.9333,28843.17,26943.12,24357.71,24357.71,0,14,0.5,1030.11,31032.83,32201.45,-401.5654,791.77,0.3609,1.4354,0.014,0.12,0.0,0.163,0.004,0.3205,0.0,0.0,0.0,0.3609,0.0,0.0,0.0,0.0,0.0175,394.14
1,30,0.0333,10410.22,10410.22,26082.46,10410.22,15672.24,1,1.0,10410.22,31761.61,31555.65,-441.2293,523.87,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21754.58
3,30,0.1,12827.49,12827.49,26082.46,12827.49,13254.97,2,0.6667,4275.83,31761.61,31555.65,-441.2293,523.87,0.8116,0.484,0.0,0.0,0.0,0.0,0.0,0.1884,0.0,0.0,0.0,0.8116,0.0,0.0,0.0,0.0,0.0,19337.31
5,30,0.1667,17806.65,17806.65,26082.46,17788.25,8294.21,4,0.8,3561.33,31761.61,31555.65,-441.2293,523.87,0.5846,0.948,0.0,0.0,0.0,0.2786,0.0,0.1358,0.0,0.0,0.0,0.5846,0.0,0.0,0.001,0.0,0.0,14358.15
8,30,0.2667,18468.21,18468.21,26082.46,17788.25,8294.21,5,0.625,2308.53,31761.61,31555.65,-441.2293,523.87,0.5637,1.0639,0.0,0.0,0.0,0.2686,0.0,0.1309,0.0,0.0,0.0,0.5637,0.0,0.0,0.0368,0.0,0.0,13696.59
12,30,0.4,21368.28,21368.28,26082.46,20443.79,5638.67,7,0.5833,1780.69,31761.61,31555.65,-441.2293,523.87,0.4872,1.1916,0.0,0.0,0.0114,0.2322,0.0,0.2374,0.0,0.0,0.0,0.4872,0.0,0.0,0.0318,0.0,0.0,10796.52
15,30,0.5,22400.18,22400.18,26082.46,20443.79,5638.67,8,0.5333,1493.35,31761.61,31555.65,-441.2293,523.87,0.4647,1.2957,0.0,0.0,0.057,0.2215,0.0,0.2265,0.0,0.0,0.0,0.4647,0.0,0.0,0.0304,0.0,0.0,9764.62
18,30,0.6,25326.8,25326.8,26082.46,23235.8,2846.66,11,0.6111,1407.04,31761.61,31555.65,-441.2293,523.87,0.411,1.3148,0.0,0.0014,0.0504,0.1959,0.0,0.3105,0.0,0.0,0.0,0.411,0.0,0.0,0.0308,0.0,0.0,6838.0
22,30,0.7333,26139.91,26139.91,26082.46,23235.8,2846.66,13,0.5909,1188.18,31761.61,31555.65,-441.2293,523.87,0.3982,1.411,0.0284,0.0014,0.0516,0.1898,0.0,0.3009,0.0,0.0,0.0,0.3982,0.0,0.0,0.0298,0.0,0.0,6024.89
25,30,0.8333,29235.23,29235.23,26082.46,26082.46,0,16,0.64,1169.41,31761.61,31555.65,-441.2293,523.87,0.3664,1.4193,0.0254,0.0012,0.0461,0.1697,0.0078,0.3664,0.0,0.0,0.0,0.3561,0.0,0.0,0.0267,0.0,0.0007,2929.57
28,30,0.9333,31592.87,30179.63,26082.46,26082.46,0,18,0.6429,1128.32,31761.61,31555.65,-441.2293,523.87,0.339,1.5648,0.0235,0.0184,0.0427,0.157,0.0072,0.339,0.0,0.0,0.0,0.3295,0.0,0.0,0.0821,0.0,0.0006,571.93
1,30,0.0333,13157.2,13157.2,25719.39,13157.2,12562.19,2,2.0,13157.2,31834.59,31555.65,-221.787,794.63,0.7912,0.5123,0.0,0.0,0.0,0.0,0.0,0.2088,0.0,0.0,0.0,0.7912,0.0,0.0,0.0,0.0,0.0,18661.55
3,30,0.1,13342.27,13342.27,25719.39,13157.2,12562.19,3,1.0,4447.42,31834.59,31555.65,-221.787,794.63,0.7802,0.5783,0.0,0.0,0.0,0.0,0.0,0.2059,0.0,0.0,0.0,0.7802,0.0,0.0,0.0139,0.0,0.0,18476.48
5,30,0.1667,19490.46,19490.46,25719.39,18734.68,6984.7,5,1.0,3898.09,31834.59,31555.65,-221.787,794.63,0.5341,1.1168,0.0,0.0293,0.0,0.2862,0.0,0.1409,0.0,0.0,0.0,0.5341,0.0,0.0,0.0095,0.0,0.0,12328.28
8,30,0.2667,23070.2,23070.2,25719.39,20922.09,4797.29,9,1.125,2883.78,31834.59,31555.65,-221.787,794.63,0.4512,1.3402,0.0585,0.0247,0.0,0.2418,0.0019,0.2139,0.0,0.0,0.0,0.4512,0.0,0.0,0.008,0.0,0.0,8748.54
12,30,0.4,23458.15,23458.15,25719.39,20922.09,4797.29,12,1.0,1954.85,31834.59,31555.65,-221.787,794.63,0.4438,1.3653,0.0718,0.0266,0.0,0.2378,0.0018,0.2103,0.0,0.0,0.0,0.4438,0.0,0.0,0.0079,0.0,0.0,8360.59
15,30,0.5,24714.77,24714.77,25719.39,20922.09,4797.29,14,0.9333,1647.65,31834.59,31555.65,-221.787,794.63,0.4212,1.4853,0.0681,0.0571,0.0,0.2257,0.0207,0.1997,0.0,0.0,0.0,0.4212,0.0,0.0,0.0075,0.0,0.0,7103.97
18,30,0.6,27210.05,27210.05,25719.39,23131.62,2587.77,16,0.8889,1511.67,31834.59,31555.65,-221.787,794.63,0.3826,1.5258,0.0619,0.0519,0.0,0.205,0.0188,0.2625,0.0,0.0,0.0,0.3826,0.0,0.0,0.0068,0.0,0.0105,4608.7
22,30,0.7333,27902.42,27902.42,25719.39,23131.62,2587.77,18,0.8182,1268.29,31834.59,31555.65,-221.787,794.63,0.3731,1.5528,0.0851,0.0506,0.0,0.1999,0.0184,0.256,0.0,0.0,0.0,0.3731,0.0,0.0,0.0066,0.0,0.0102,3916.33
25,30,0.8333,30490.19,30490.19,25719.39,25719.39,0,19,0.76,1219.61,31834.59,31555.65,-221.787,794.63,0.3414,1.5267,0.0779,0.0463,0.0,0.1829,0.0168,0.3192,0.0,0.0,0.0,0.3414,0.0,0.0,0.0061,0.0,0.0094,1328.56
28,30,0.9333,31531.73,31531.73,25719.39,25719.39,0,20,0.7143,1126.13,31834.59,31555.65,-221.787,794.63,0.3302,1.5548,0.1084,0.0448,0.0,0.1769,0.0163,0.3086,0.0,0.0,0.0,0.3302,0.0,0.0,0.0059,0.0,0.0091,287.02
1,30,0.0333,6210.33,6210.33,13697.93,6210.33,7487.61,1,1.0,6210.33,17098.38,16589.95,-119.4969,1025.37,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8484.5
3,30,0.1,8875.53,8875.53,13697.93,8875.53,4822.4,2,0.6667,2958.51,17098.38,16589.95,-119.4969,1025.37,0.6997,0.6111,0.0,0.0,0.0,0.0,0.0,0.3003,0.0,0.0,0.0,0.6997,0.0,0.0,0.0,0.0,0.0,5819.29
5,30,0.1667,11150.07,11150.07,13697.93,11150.07,2547.86,3,0.6,2230.01,17098.38,16589.95,-119.4969,1025.37,0.557,0.9923,0.0,0.0,0.0,0.204,0.0,0.239,0.0,0.0,0.0,0.557,0.0,0.0,0.0,0.0,0.0,3544.75
8,30,0.2667,11154.41,11154.41,13697.93,11150.07,2547.86,4,0.5,1394.3,17098.38,16589.95,-119.4969,1025.37,0.5568,0.9954,0.0,0.0,0.0,0.2039,0.0,0.2389,0.0,0.0,0.0,0.5568,0.0,0.0,0.0,0.0,0.0004,3540.41
12,30,0.4,11154.41,11154.41,13697.93,11150.07,2547.86,4,0.3333,929.53,17098.38,16589.95,-119.4969,1025.37,0.5568,0.9954,0.0,0.0,0.0,0.2039,0.0,0.2389,0.0,0.0,0.0,0.5568,0.0,0.0,0.0,0.0,0.0004,3540.41
15,30,0.5,13702.27,13702.27,13697.93,13697.93,0,5,0.3333,913.48,17098.38,16589.95,-119.4969,1025.37,0.4532,1.027,0.0,0.0,0.0,0.166,0.0,0.3805,0.0,0.0,0.0,0.4532,0.0,0.0,0.0,0.0,0.0003,992.55
18,30,0.6,13794.97,13794.97,13697.93,13697.93,0,6,0.3333,766.39,17098.38,16589.95,-119.4969,1025.37,0.4502,1.0604,0.0,0.0,0.0,0.1649,0.0067,0.3779,0.0,0.0,0.0,0.4502,0.0,0.0,0.0,0.0,0.0003,899.85
22,30,0.7333,13794.97,13794.97,13697.93,13697.93,0,6,0.2727,627.04,17098.38,16589.95,-119.4969,1025.37,0.4502,1.0604,0.0,0.0,0.0,0.1649,0.0067,0.3779,0.0,0.0,0.0,0.4502,0.0,0.0,0.0,0.0,0.0003,899.85
25,30,0.8333,14394.6,14394.6,13697.93,13697.93,0,7,0.28,575.78,17098.38,16589.95,-119.4969,1025.37,0.4314,1.1876,0.0,0.0,0.0,0.158,0.0064,0.3622,0.0,0.0,0.0,0.4314,0.0,0.0,0.0,0.0,0.042,300.22
28,30,0.9333,14694.82,14694.82,13697.93,13697.93,0,8,0.2857,524.82,17098.38,16589.95,-119.4969,1025.37,0.4226,1.2631,0.0,0.0,0.0,0.1548,0.0063,0.3548,0.0,0.0,0.0,0.4226,0.0,0.0,0.0204,0.0,0.0411,0.0
1,30,0.0333,6210.33,6210.33,12782.11,6210.33,6571.78,1,1.0,6210.33,16434.58,16589.95,-264.074,898.26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7022.72
3,30,0.1,8475.87,8475.87,12782.11,8475.87,4306.24,2,0.6667,2825.29,16434.58,16589.95,-264.074,898.26,0.7327,0.5805,0.0,0.0,0.0,0.0,0.0,0.2673,0.0,0.0,0.0,0.7327,0.0,0.0,0.0,0.0,0.0,4757.18
5,30,0.1667,10561.33,10561.33,12782.11,10561.33,2220.78,3,0.6,2112.27,16434.58,16589.95,-264.074,898.26,0.588,0.9628,0.0,0.0,0.0,0.1975,0.0,0.2145,0.0,0.0,0.0,0.588,0.0,0.0,0.0,0.0,0.0,2671.72
8,30,0.2667,10561.33,10561.33,12782.11,10561.33,2220.78,3,0.375,1320.17,16434.58,16589.95,-264.074,898.26,0.588,0.9628,0.0,0.0,0.0,0.1975,0.0,0.2145,0.0,0.0,0.0,0.588,0.0,0.0,0.0,0.0,0.0,2671.72
12,30,0.4,10639.81,10639.81,12782.11,10561.33,2220.78,4,0.3333,886.65,16434.58,16589.95,-264.074,898.26,0.5837,0.9992,0.0,0.0,0.0,0.196,0.0,0.2129,0.0,0.0,0.0,0.5837,0.0,0.0,0.0074,0.0,0.0,2593.24
15,30,0.5,10639.81,10639.81,12782.11,10561.33,2220.78,4,0.2667,709.32,16434.58,16589.95,-264.074,898.26,0.5837,0.9992,0.0,0.0,0.0,0.196,0.0,0.2129,0.0,0.0,0.0,0.5837,0.0,0.0,0.0074,0.0,0.0,2593.24
18,30,0.6,12860.59,12860.59,12782.11,12782.11,0,5,0.2778,714.48,16434.58,16589.95,-264.074,898.26,0.4829,1.045,0.0,0.0,0.0,0.1622,0.0,0.3488,0.0,0.0,0.0,0.4829,0.0,0.0,0.0061,0.0,0.0,372.46
22,30,0.7333,12860.59,12860.59,12782.11,12782.11,0,5,0.2273,584.57,16434.58,16589.95,-264.074,898.26,0.4829,1.045,0.0,0.0,0.0,0.1622,0.0,0.3488,0.0,0.0,0.0,0.4829,0.0,0.0,0.0061,0.0,0.0,372.46
25,30,0.8333,12860.59,12860.59,12782.11,12782.11,0,5,0.2,514.42,16434.58,16589.95,-264.074,898.26,0.4829,1.045,0.0,0.0,0.0,0.1622,0.0,0.3488,0.0,0.0,0.0,0.4829,0.0,0.0,0.0061,0.0,0.0,372.46
28,30,0.9333,13233.05,13233.05,12782.11,12782.11,0,6,0.2143,472.61,16434.58,16589.95,-264.074,898.26,0.4693,1.1281,0.0,0.0,0.0,0.1576,0.0,0.339,0.0,0.0,0.0,0.4693,0.0,0.0,0.0341,0.0,0.0,0.0
1,30,0.0333,8913.58,8913.58,13227.54,8913.58,4313.96,2,2.0,8913.58,14440.67,15943.9,-434.5491,1243.0,0.6967,0.6136,0.0,0.0,0.0,0.0,0.0,0.3033,0.0,0.0,0.0,0.6967,0.0,0.0,0.0,0.0,0.0,4450.33
3,30,0.1,9049.95,9049.95,13227.54,8913.58,4313.96,3,1.0,3016.65,14440.67,15943.9,-434.5491,1243.0,0.6862,0.6825,0.0,0.0,0.0151,0.0,0.0,0.2987,0.0,0.0,0.0,0.6862,0.0,0.0,0.0,0.0,0.0,4313.96
5,30,0.1667,10995.17,10995.17,13227.54,10858.8,2368.74,4,0.8,2199.03,14440.67,15943.9,-434.5491,1243.0,0.5648,1.0285,0.0,0.0,0.0124,0.1769,0.0,0.2459,0.0,0.0,0.0,0.5648,0.0,0.0,0.0,0.0,0.0,2368.74
8,30,0.2667,10995.17,10995.17,13227.54,10858.8,2368.74,4,0.5,1374.4,14440.67,15943.9,-434.5491,1243.0,0.5648,1.0285,0.0,0.0,0.0124,0.1769,0.0,0.2459,0.0,0.0,0.0,0.5648,0.0,0.0,0.0,0.0,0.0,2368.74
12,30,0.4,10995.17,10995.17,13227.54,10858.8,2368.74,4,0.3333,916.26,14440.67,15943.9,-434.5491,1243.0,0.5648,1.0285,0.0,0.0,0.0124,0.1769,0.0,0.2459,0.0,0.0,0.0,0.5648,0.0,0.0,0.0,0.0,0.0,2368.74
15,30,0.5,13363.91,13363.91,13227.54,13227.54,0,5,0.3333,890.93,14440.67,15943.9,-434.5491,1243.0,0.4647,1.0511,0.0,0.0,0.0102,0.1456,0.0,0.3795,0.0,0.0,0.0,0.4647,0.0,0.0,0.0,0.0,0.0,0.0
18,30,0.6,13363.91,13363.91,13227.54,13227.54,0,5,0.2778,742.44,14440.67,15943.9,-434.5491,1243.0,0.4647,1.0511,0.0,0.0,0.0102,0.1456,0.0,0.3795,0.0,0.0,0.0,0.4647,0.0,0.0,0.0,0.0,0.0,0.0
22,30,0.7333,13363.91,13363.91,13227.54,13227.54,0,5,0.2273,607.45,14440.67,15943.9,-434.5491,1243.0,0.4647,1.0511,0.0,0.0,0.0102,0.1456,0.0,0.3795,0.0,0.0,0.0,0.4647,0.0,0.0,0.0,0.0,0.0,0.0
25,30,0.8333,13363.91,13363.91,13227.54,13227.54,0,5,0.2,534.56,14440.67,15943.9,-434.5491,1243.0,0.4647,1.0511,0.0,0.0,0.0102,0.1456,0.0,0.3795,0.0,0.0,0.0,0.4647,0.0,0.0,0.0,0.0,0.0,0.0
28,30,0.9333,13363.91,13363.91,13227.54,13227.54,0,5,0.1786,477.28,14440.67,15943.9,-434.5491,1243.0,0.4647,1.0511,0.0,0.0,0.0102,0.1456,0.0,0.3795,0.0,0.0,0.0,0.4647,0.0,0.0,0.0,0.0,0.0,0.0
1,30,0.0333,6210.33,6210.33,13331.36,6210.33,7121.03,1,1.0,6210.33,13763.93,15044.48,-664.9612,844.88,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7653.15
3,30,0.1,8733.58,8733.58,13331.36,8733.58,4597.78,2,0.6667,2911.19,13763.93,15044.48,-664.9612,844.88,0.7111,0.6012,0.0,0.0,0.0,0.0,0.0,0.2889,0.0,0.0,0.0,0.7111,0.0,0.0,0.0,0.0,0.0,5129.9
5,30,0.1667,10906.3,10906.3,13331.36,10906.3,2425.06,3,0.6,2181.26,13763.93,15044.48,-664.9612,844.88,0.5694,0.9807,0.0,0.0,0.0,0.1992,0.0,0.2314,0.0,0.0,0.0,0.5694,0.0,0.0,0.0,0.0,0.0,2957.18
8,30,0.2667,10906.3,10906.3,13331.36,10906.3,2425.06,3,0.375,1363.29,13763.93,15044.48,-664.9612,844.88,0.5694,0.9807,0.0,0.0,0.0,0.1992,0.0,0.2314,0.0,0.0,0.0,0.5694,0.0,0.0,0.0,0.0,0.0,2957.18
12,30,0.4,10983.11,10983.11,13331.36,10906.3,2425.06,4,0.3333,915.26,13763.93,15044.48,-664.9612,844.88,0.5654,1.0155,0.0,0.007,0.0,0.1978,0.0,0.2297,0.0,0.0,0.0,0.5654,0.0,0.0,0.0,0.0,0.0,2880.37
15,30,0.5,13863.48,13863.48,13331.36,13331.36,0,6,0.4,924.23,13763.93,15044.48,-664.9612,844.88,0.448,1.1589,0.0,0.0055,0.0,0.1567,0.0328,0.3569,0.0,0.0,0.0,0.448,0.0,0.0,0.0,0.0,0.0,0.0
18,30,0.6,13863.48,13863.48,13331.36,13331.36,0,6,0.3333,770.19,13763.93,15044.48,-664.9612,844.88,0.448,1.1589,0.0,0.0055,0.0,0.1567,0.0328,0.3569,0.0,0.0,0.0,0.448,0.0,0.0,0.0,0.0,0.0,0.0
22,30,0.7333,13863.48,13863.48,13331.36,13331.36,0,6,0.2727,630.16,13763.93,15044.48,-664.9612,844.88,0.448,1.1589,0.0,0.0055,0.0,0.1567,0.0328,0.3569,0.0,0.0,0.0,0.448,0.0,0.0,0.0,0.0,0.0,0.0
25,30,0.8333,13863.48,13863.48,13331.36,13331.36,0,6,0.24,554.54,13763.93,15044.48,-664.9612,844.88,0.448,1.1589,0.0,0.0055,0.0,0.1567,0.0328,0.3569,0.0,0.0,0.0,0.448,0.0,0.0,0.0,0.0,0.0,0.0
28,30,0.9333,13863.48,13863.48,13331.36,13331.36,0,6,0.2143,495.12,13763.93,15044.48,-664.9612,844.88,0.448,1.1589,0.0,0.0055,0.0,0.1567,0.0328,0.3569,0.0,0.0,0.0,0.448,0.0,0.0,0.0,0.0,0.0,0.0
1,30,0.0333,6210.33,6210.33,12584.3,6210.33,6373.97,1,1.0,6210.33,13486.81,14279.15,-518.5485,803.14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7808.92
3,30,0.1,8762.87,8762.87,12584.3,8315.75,4268.55,3,1.0,2920.96,13486.81,14279.15,-518.5485,803.14,0.7087,0.7385,0.0,0.0,0.051,0.0,0.0,0.2403,0.0,0.0,0.0,0.7087,0.0,0.0,0.0,0.0,0.0,5256.38
5,30,0.1667,11074.62,11074.62,12584.3,10497.7,2086.6,6,1.2,2214.92,13486.81,14279.15,-518.5485,803.14,0.5608,1.1484,0.0,0.0087,0.0404,0.197,0.0,0.1901,0.0,0.0,0.0,0.5608,0.0,0.0,0.0,0.0,0.003,2944.63
8,30,0.2667,11074.62,11074.62,12584.3,10497.7,2086.6,6,0.75,1384.33,13486.81,14279.15,-518.5485,803.14,0.5608,1.1484,0.0,0.0087,0.0404,0.197,0.0,0.1901,0.0,0.0,0.0,0.5608,0.0,0.0,0.0,0.0,0.003,2944.63
12,30,0.4,11769.65,11769.65,12584.3,10497.7,2086.6,7,0.5833,980.8,13486.81,14279.15,-518.5485,803.14,0.5277,1.305,0.0591,0.0082,0.038,0.1854,0.0,0.1789,0.0,0.0,0.0,0.5277,0.0,0.0,0.0,0.0,0.0028,2249.6
15,30,0.5,11769.65,11769.65,12584.3,10497.7,2086.6,7,0.4667,784.64,13486.81,14279.15,-518.5485,803.14,0.5277,1.305,0.0591,0.0082,0.038,0.1854,0.0,0.1789,0.0,0.0,0.0,0.5277,0.0,0.0,0.0,0.0,0.0028,2249.6
18,30,0.6,13942.78,13942.78,12584.3,12584.3,0,9,0.5,774.6,13486.81,14279.15,-518.5485,803.14,0.4454,1.3429,0.0498,0.0131,0.0321,0.1565,0.0,0.3007,0.0,0.0,0.0,0.4454,0.0,0.0,0.0,0.0,0.0024,76.47
22,30,0.7333,14019.25,14019.25,12584.3,12584.3,0,10,0.4545,637.24,13486.81,14279.15,-518.5485,803.14,0.443,1.3582,0.0496,0.0185,0.0319,0.1556,0.0,0.299,0.0,0.0,0.0,0.443,0.0,0.0,0.0,0.0,0.0024,0.0
25,30,0.8333,14019.25,14019.25,12584.3,12584.3,0,10,0.4,560.77,13486.81,14279.15,-518.5485,803.14,0.443,1.3582,0.0496,0.0185,0.0319,0.1556,0.0,0.299,0.0,0.0,0.0,0.443,0.0,0.0,0.0,0.0,0.0024,0.0
28,30,0.9333,14019.25,14019.25,12584.3,12584.3,0,10,0.3571,500.69,13486.81,14279.15,-518.5485,803.14,0.443,1.3582,0.0496,0.0185,0.0319,0.1556,0.0,0.299,0.0,0.0,0.0,0.443,0.0,0.0,0.0,0.0,0.0024,0.0
1,30,0.0333,8894.49,8894.49,13637.05,8894.49,4742.56,2,2.0,8894.49,13748.88,13941.36,-540.7705,906.45,0.6982,0.6124,0.0,0.0,0.0,0.0,0.0,0.3018,0.0,0.0,0.0,0.6982,0.0,0.0,0.0,0.0,0.0,8264.08
3,30,0.1,8894.49,8894.49,13637.05,8894.49,4742.56,2,0.6667,2964.83,13748.88,13941.36,-540.7705,906.45,0.6982,0.6124,0.0,0.0,0.0,0.0,0.0,0.3018,0.0,0.0,0.0,0.6982,0.0,0.0,0.0,0.0,0.0,8264.08
5,30,0.1667,12348.78,11266.2,13637.05,11066.2,2570.85,4,0.8,2469.76,13748.88,13941.36,-540.7705,906.45,0.5029,1.2183,0.0,0.0,0.0,0.1759,0.0,0.2174,0.0,0.0,0.0,0.5029,0.0,0.0,0.0,0.0,0.1039,4809.79
8,30,0.2667,12348.78,11266.2,13637.05,11066.2,2570.85,4,0.5,1543.6,13748.88,13941.36,-540.7705,906.45,0.5029,1.2183,0.0,0.0,0.0,0.1759,0.0,0.2174,0.0,0.0,0.0,0.5029,0.0,0.0,0.0,0.0,0.1039,4809.79
12,30,0.4,13817.19,11516.47,13637.05,11066.2,2570.85,6,0.5,1151.43,13748.88,13941.36,-540.7705,906.45,0.4495,1.4433,0.1026,0.0,0.0,0.1572,0.0036,0.1943,0.0,0.0,0.0,0.4495,0.0,0.0,0.0,0.0,0.0928,3341.38
15,30,0.5,13817.19,11516.47,13637.05,11066.2,2570.85,6,0.4,921.15,13748.88,13941.36,-540.7705,906.45,0.4495,1.4433,0.1026,0.0,0.0,0.1572,0.0036,0.1943,0.0,0.0,0.0,0.4495,0.0,0.0,0.0,0.0,0.0928,3341.38
18,30,0.6,16616.86,14316.14,13637.05,13637.05,0,8,0.4444,923.16,13748.88,13941.36,-540.7705,906.45,0.3737,1.4822,0.0853,0.0,0.0,0.1307,0.003,0.3162,0.0,0.0,0.0,0.3737,0.0,0.0,0.0138,0.0,0.0772,541.71
22,30,0.7333,16782.45,14481.73,13637.05,13637.05,0,9,0.4091,762.84,13748.88,13941.36,-540.7705,906.45,0.37,1.5229,0.0845,0.0,0.0099,0.1294,0.003,0.3131,0.0,0.0,0.0,0.37,0.0,0.0,0.0136,0.0,0.0764,376.12
25,30,0.8333,16782.45,14481.73,13637.05,13637.05,0,9,0.36,671.3,13748.88,13941.36,-540.7705,906.45,0.37,1.5229,0.0845,0.0,0.0099,0.1294,0.003,0.3131,0.0,0.0,0.0,0.37,0.0,0.0,0.0136,0.0,0.0764,376.12
28,30,0.9333,17158.57,14857.85,13637.05,13637.05,0,11,0.3929,612.81,13748.88,13941.36,-540.7705,906.45,0.3619,1.5858,0.0887,0.0159,0.0097,0.1266,0.0029,0.3063,0.0,0.0,0.0,0.3619,0.0,0.0,0.0133,0.0,0.0747,0.0
1,30,0.0333,6210.33,6210.33,12974.47,6210.33,6764.15,1,1.0,6210.33,15013.77,13941.36,-363.3841,752.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7966.68
3,30,0.1,8871.66,8871.66,12974.47,8871.66,4102.82,2,0.6667,2957.22,15013.77,13941.36,-363.3841,752.7,0.7,0.6108,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,5305.35
5,30,0.1667,10907.13,10907.13,12974.47,10901.59,2072.89,4,0.8,2181.43,15013.77,13941.36,-363.3841,752.7,0.5694,0.9816,0.0,0.0,0.0005,0.1861,0.0,0.244,0.0,0.0,0.0,0.5694,0.0,0.0,0.0,0.0,0.0,3269.88
8,30,0.2667,11408.65,11408.65,12974.47,10901.59,2072.89,7,0.875,1426.08,15013.77,13941.36,-363.3841,752.7,0.5444,1.1615,0.0073,0.025,0.0005,0.1779,0.0,0.2333,0.0,0.0,0.0,0.5444,0.0,0.0,0.0116,0.0,0.0,2768.36
12,30,0.4,11637.8,11637.8,12974.47,10901.59,2072.89,9,0.75,969.82,15013.77,13941.36,-363.3841,752.7,0.5336,1.2338,0.0072,0.0245,0.0189,0.1744,0.0,0.2287,0.0,0.0,0.0,0.5336,0.0,0.0,0.0127,0.0,0.0,2539.21
15,30,0.5,11637.8,11637.8,12974.47,10901.59,2072.89,9,0.6,775.85,15013.77,13941.36,-363.3841,752.7,0.5336,1.2338,0.0072,0.0245,0.0189,0.1744,0.0,0.2287,0.0,0.0,0.0,0.5336,0.0,0.0,0.0127,0.0,0.0,2539.21
18,30,0.6,13710.68,13710.68,12974.47,12974.47,0,10,0.5556,761.7,15013.77,13941.36,-363.3841,752.7,0.453,1.2354,0.0061,0.0208,0.0161,0.1481,0.0,0.3453,0.0,0.0,0.0,0.453,0.0,0.0,0.0107,0.0,0.0,466.32
22,30,0.7333,14099.21,14099.21,12974.47,12974.47,0,11,0.5,640.87,15013.77,13941.36,-363.3841,752.7,0.4405,1.3119,0.0335,0.0202,0.0156,0.144,0.0,0.3358,0.0,0.0,0.0,0.4405,0.0,0.0,0.0105,0.0,0.0,77.79
25,30,0.8333,14099.21,14099.21,12974.47,12974.47,0,11,0.44,563.97,15013.77,13941.36,-363.3841,752.7,0.4405,1.3119,0.0335,0.0202,0.0156,0.144,0.0,0.3358,0.0,0.0,0.0,0.4405,0.0,0.0,0.0105,0.0,0.0,77.79
